Name	NCBI Tax ID	JGI ID	Version	Publication	
Leptoporus mollis OMC1684	83243	Lepmol1	v1.0		https://genome.jgi.doe.gov/portal/Lepmol1/download/Lepmol1_GeneCatalog_proteins_20181030.aa.fasta.gz
Leptosphaeria maculans	5022	Lepmu1		PMID:21326234	https://genome.jgi.doe.gov/portal/Lepmu1/download/Lepmu1_GeneCatalog_proteins_20110301.aa.fasta.gz
Leucoagaricus gongylophorus Ac12	79220	Leugo1_1		PMID:23584789	https://genome.jgi.doe.gov/portal/Leugo1_1/download/Leugo1_1_GeneCatalog_proteins_20141030.aa.fasta.gz
Leucogyrophana mollusca KUC20120723A-06	85980	Leumo1	v1.0		https://genome.jgi.doe.gov/portal/Leumo1/download/Leumo1_GeneCatalog_proteins_20131220.aa.fasta.gz
Leucosporidiella creatinivora 62-1032	106004	Leucr1	v1.0	PMID:28481340	https://genome.jgi.doe.gov/portal/Leucr1/download/Leucr1_GeneCatalog_proteins_20160201.aa.fasta.gz
Lichtheimia corymbifera JMRC:FSU:9682	42458	Liccor1		PMID:25121733	https://genome.jgi.doe.gov/portal/Liccor1/download/Liccor1_GeneCatalog_proteins_20160306.aa.fasta.gz
Lichtheimia hyalospora	420593	Lichy1	v1.0		https://genome.jgi.doe.gov/portal/Lichy1/download/Lichy1_GeneCatalog_proteins_20130506.aa.fasta.gz
Linderina pennispora ATCC 12442	61395	Linpe1	v1.0	PMID:28481340	https://genome.jgi.doe.gov/portal/Linpe1/download/Linpe1_GeneCatalog_proteins_20150915.aa.fasta.gz
Lindgomyces ingoldianus ATCC 200398	673940	Linin1	v1.0		https://genome.jgi.doe.gov/portal/Linin1/download/Linin1_GeneCatalog_proteins_20141206.aa.fasta.gz
Lindra thalassiae JK4322	45816	Linth1	v1.0		https://genome.jgi.doe.gov/portal/Linth1/download/Linth1_GeneCatalog_proteins_20150309.aa.fasta.gz
Lineolata rhizophorae ATCC 16933	578093	Linrh1	v1.0		https://genome.jgi.doe.gov/portal/Linrh1/download/Linrh1_GeneCatalog_proteins_20160326.aa.fasta.gz
Lipomyces starkeyi NRRL Y-11557	675824	Lipst1_1	v1.0	PMID:27535936	https://genome.jgi.doe.gov/portal/Lipst1_1/download/Lipst1_1_GeneCatalog_proteins_20110609.aa.fasta.gz
Lizonia empirigonia CBS 542.76	1496277	Lizem1	v1.0		https://genome.jgi.doe.gov/portal/Lizem1/download/Lizem1_GeneCatalog_proteins_20150430.aa.fasta.gz
Lobaria pulmonaria Africa extracted metagenome	256318	LobpulAf1	v1.0		https://genome.jgi.doe.gov/portal/LobpulAf1/download/LobpulAf1_GeneCatalog_proteins_20180305.aa.fasta.gz
Lobaria pulmonaria Scotland extracted metagenome	256318	LobpulSc1	v1.0		https://genome.jgi.doe.gov/portal/LobpulSc1/download/LobpulSc1_GeneCatalog_proteins_20180325.aa.fasta.gz
Lobaria pulmonaria Scotland reference genome	86794	Lobpul1	v1.0		https://genome.jgi.doe.gov/portal/Lobpul1/download/Lobpul1_GeneCatalog_proteins_20170213.aa.fasta.gz
Lobaria pulmonaria Spain extracted metagenome	256318	LobpulSp1	v1.0		https://genome.jgi.doe.gov/portal/LobpulSp1/download/LobpulSp1_GeneCatalog_proteins_20180307.aa.fasta.gz
Lobaria pulmonaria Switzerland extracted metagenome	256318	LobpulSw1	v1.0		https://genome.jgi.doe.gov/portal/LobpulSw1/download/LobpulSw1_GeneCatalog_proteins_20180323.aa.fasta.gz
Lobosporangium transversale NRRL 3116	64571	Lobtra1	v1.0	PMID:28481340	https://genome.jgi.doe.gov/portal/Lobtra1/download/Lobtra1_GeneCatalog_proteins_20160303.aa.fasta.gz
Lodderomyces elongisporus NRRL YB-4239	379508	Lodelo1		PMID:19465905	https://genome.jgi.doe.gov/portal/Lodelo1/download/Lodelo1_GeneCatalog_proteins_20161026.aa.fasta.gz
Lollipopaia minuta P26; CBS 116597	151671	Lolmi1	v1.0		https://genome.jgi.doe.gov/portal/Lolmi1/download/Lolmi1_GeneCatalog_proteins_20150504.aa.fasta.gz
Lophiostoma macrostomum	372055	Lopma1	v1.0		https://genome.jgi.doe.gov/portal/Lopma1/download/Lopma1_GeneCatalog_proteins_20130805.aa.fasta.gz
Lophiotrema nucula CBS 627.86	690887	Lopnu1	v1.0		https://genome.jgi.doe.gov/portal/Lopnu1/download/Lopnu1_GeneCatalog_proteins_20160906.aa.fasta.gz
Lophium mytilinum CBS 269.34	1447936	Lopmy1	v1.0		https://genome.jgi.doe.gov/portal/Lopmy1/download/Lopmy1_GeneCatalog_proteins_20140604.aa.fasta.gz
Lophodermium nitens PLMe3-1-3	190466	Lopnit1_1	v1.0		https://genome.jgi.doe.gov/portal/Lopnit1_1/download/Lopnit1_1_GeneCatalog_proteins_20180324.aa.fasta.gz
Loramyces juncicola 46458	132173	Lorju1	v1.0		https://genome.jgi.doe.gov/portal/Lorju1/download/Lorju1_GeneCatalog_proteins_20150110.aa.fasta.gz
Loramyces macrosporus CBS235.53	380016	Lorma1	v1.0		https://genome.jgi.doe.gov/portal/Lorma1/download/Lorma1_GeneCatalog_proteins_20160326.aa.fasta.gz
Lycoperdon perlatum FP-102459-T	90686	Lycper1	v1.0		https://genome.jgi.doe.gov/portal/Lycper1/download/Lycper1_GeneCatalog_proteins_20161001.aa.fasta.gz
Lyophyllum atratum DOB2229	117065	Lyoat1	v1.0		https://genome.jgi.doe.gov/portal/Lyoat1/download/Lyoat1_GeneCatalog_proteins_20181208.aa.fasta.gz
Macrolepiota fuliginosa MF-IS2	1400762	Macfu1	v1.0		https://genome.jgi.doe.gov/portal/Macfu1/download/Macfu1_GeneCatalog_proteins_20130625.aa.fasta.gz
Macrophomina phaseolina MPI-SDFR-AT-0080	35725	Macpha1	v1.0		https://genome.jgi.doe.gov/portal/Macpha1/download/Macpha1_GeneCatalog_proteins_20180322.aa.fasta.gz
Macrophomina phaseolina MS6	1126212	Macph1		PMID:22992219	https://genome.jgi.doe.gov/portal/Macph1/download/Macph1_GeneCatalog_proteins_20131211.aa.fasta.gz
Macroventuria anomochaeta CBS 525.71	1447947	Macan1	v1.0		https://genome.jgi.doe.gov/portal/Macan1/download/Macan1_GeneCatalog_proteins_20140424.aa.fasta.gz
Magnaporthe grisea	148305	Maggr1	v1.0	PMID:15846337	https://genome.jgi.doe.gov/portal/Maggr1/download/Maggr1_GeneCatalog_proteins_20110524.aa.fasta.gz
Magnaporthiopsis poae ATCC 64411	644358	Magpo1		PMID:26416668	https://genome.jgi.doe.gov/portal/Magpo1/download/Magpo1_GeneCatalog_proteins_20150720.aa.fasta.gz
Malassezia globosa	76773	Malgl1		PMID:18000048	https://genome.jgi.doe.gov/portal/Malgl1/download/Malassezia_globosa.proteins.fasta.gz
Malassezia sympodialis ATCC 42132	1230383	Malsy1_1		PMID:23341551	https://genome.jgi.doe.gov/portal/Malsy1_1/download/Malsy1_1_GeneCatalog_proteins_20140109.aa.fasta.gz
Marasmius fiardii PR-910	1328756	Marfi1	v1.0		https://genome.jgi.doe.gov/portal/Marfi1/download/Marfi1_GeneCatalog_proteins_20141220.aa.fasta.gz
Mariannaea sp. PMI_226	1896173	MarPMI226	v1.0		https://genome.jgi.doe.gov/portal/MarPMI226/download/MarPMI226_GeneCatalog_proteins_20161118.aa.fasta.gz
Marssonina brunnea f. sp. multigermtubi MB_m1	1072389	Marbr1		PMID:22876864	https://genome.jgi.doe.gov/portal/Marbr1/download/Marbr1_GeneCatalog_proteins_20141203.aa.fasta.gz
Martensiomyces pterosporus CBS 209.56	61414	Marpt1	v1.0		https://genome.jgi.doe.gov/portal/Marpt1/download/Marpt1_GeneCatalog_proteins_20140919.aa.fasta.gz
Massarina eburnea CBS 473.64	1395130	Maseb1	v1.0		https://genome.jgi.doe.gov/portal/Maseb1/download/Maseb1_GeneCatalog_proteins_20141122.aa.fasta.gz
Massariosphaeria phaeospora CBS 611.86	100035	Masph1	v1.0		https://genome.jgi.doe.gov/portal/Masph1/download/Masph1_GeneCatalog_proteins_20160922.aa.fasta.gz
Meira miltonrushii MCA 3882	1280837	Meimi1	v1.0	PMID:29771364	https://genome.jgi.doe.gov/portal/Meimi1/download/Meimi1_GeneCatalog_proteins_20150112.aa.fasta.gz
Melampsora allii-populina 12AY07	242475	Melap1finSC_191	v1.0		https://genome.jgi.doe.gov/portal/Melap1finSC_191/download/Melap1finSC_191_GeneCatalog_proteins_20160125.aa.fasta.gz
Melampsora americana R15-033-03	2182807	Melame1	v1.0		https://genome.jgi.doe.gov/portal/Melame1/download/Melame1_GeneCatalog_proteins_20180827.aa.fasta.gz
Melampsora larici-populina	203908	Mellp2_3	v2.0		https://genome.jgi.doe.gov/portal/Mellp2_3/download/Mellp2_3_GeneCatalog_proteins_20151130.aa.fasta.gz
Melampsora lini CH5	5261	Melli1		PMID:24715894	https://genome.jgi.doe.gov/portal/Melli1/download/Melli1_GeneCatalog_proteins_20150227.aa.fasta.gz
Melampsora medusae f. sp. Deltoidae Mmd05TRE539	82101	Melmed1	v1.0		https://genome.jgi.doe.gov/portal/Melmed1/download/Melmed1_GeneCatalog_proteins_20180813.aa.fasta.gz
Melampsora medusae f. sp. tremuloidae Mmt05Ida529	82101	Melme_tre1	v1.0		https://genome.jgi.doe.gov/portal/Melme_tre1/download/Melme_tre1_GeneCatalog_proteins_20181206.aa.fasta.gz
Melampsora x columbiana Clatskanie	5260	MecolCla_1	v1.0		https://genome.jgi.doe.gov/portal/MecolCla_1/download/MecolCla_1_GeneCatalog_proteins_20190501.aa.fasta.gz
Melanconium sp. NRRL 54901	1155946	Melsp1	v1.0		https://genome.jgi.doe.gov/portal/Melsp1/download/Melsp1_GeneCatalog_proteins_20121023.aa.fasta.gz
Melanogaster broomeianus MBLB.BST	1447945	Melbro1	v1.0		https://genome.jgi.doe.gov/portal/Melbro1/download/Melbro1_GeneCatalog_proteins_20180829.aa.fasta.gz
Melanomma pulvis-pyrius	100047	Melpu1	v1.0		https://genome.jgi.doe.gov/portal/Melpu1/download/Melpu1_GeneCatalog_proteins_20130415.aa.fasta.gz
Melanops tulasnei CBS 116805	371115	Meltu1	v1.0		https://genome.jgi.doe.gov/portal/Meltu1/download/Meltu1_GeneCatalog_proteins_20180421.aa.fasta.gz
Melanospora tiffanyae F1KG0001	2038071	Melti1	v1.0		https://genome.jgi.doe.gov/portal/Melti1/download/Melti1_GeneCatalog_proteins_20150427.aa.fasta.gz
Melanotaenium endogenum CBS481.91	84746	Melen1	v1.0		https://genome.jgi.doe.gov/portal/Melen1/download/Melen1_GeneCatalog_proteins_20160411.aa.fasta.gz
Meliniomyces bicolor E	1095630	Melbi2	v2.0	PMID:29315638	https://genome.jgi.doe.gov/portal/Melbi2/download/Melbi2_GeneCatalog_proteins_20130225.aa.fasta.gz
Meliniomyces variabilis F	1149755	Melva1	v1.0	PMID:29315638	https://genome.jgi.doe.gov/portal/Melva1/download/Melva1_GeneCatalog_proteins_20130406.aa.fasta.gz
Meredithblackwellia eburnea MCA 4105	1408158	Mereb1	v1.0		https://genome.jgi.doe.gov/portal/Mereb1/download/Mereb1_GeneCatalog_proteins_20150713.aa.fasta.gz
Meripilus sumstinei FP 105329	1940299	Mersum1	v1.0		https://genome.jgi.doe.gov/portal/Mersum1/download/Mersum1_GeneCatalog_proteins_20180905.aa.fasta.gz
Metarhizium acridum CQMa 102	655827	Metac1		PMID:21253567	https://genome.jgi.doe.gov/portal/Metac1/download/Metac1_GeneCatalog_proteins_20131003.aa.fasta.gz
Metarhizium robertsii ARSEF 23	655844	Metro1		PMID:25368161	https://genome.jgi.doe.gov/portal/Metro1/download/Metro1_GeneCatalog_proteins_20160603.aa.fasta.gz
Metschnikowia bicuspidata NRRL YB-4993	27322	Metbi1	v1.0	PMID:27535936	https://genome.jgi.doe.gov/portal/Metbi1/download/Metbi1_GeneCatalog_proteins_20120327.aa.fasta.gz
Metschnikowia bicuspidata single-cell	27322	Metbi_SCcomb	v1.0	PMID:30297742	https://genome.jgi.doe.gov/portal/Metbi_SCcomb/download/Metbi_SCcomb_GeneCatalog_proteins_20140820.aa.fasta.gz
Metschnikowia fructicola 277	1200864	Metfru2		PMID:23496978	https://genome.jgi.doe.gov/portal/Metfru2/download/Metfru2_GeneCatalog_proteins_20170818.aa.fasta.gz
Meyerozyma guilliermondii ATCC 6260	294746	Meygui1		PMID:19465905	https://genome.jgi.doe.gov/portal/Meygui1/download/Meygui1_GeneCatalog_proteins_20160903.aa.fasta.gz
Microascus trigonosporus CBS 218.31	1314796	Mictr1	v1.0		https://genome.jgi.doe.gov/portal/Mictr1/download/Mictr1_GeneCatalog_proteins_20140926.aa.fasta.gz
Microbotryum lychnidis-dioicae p1A1 Lamole	683840	Micld1		PMID:26076695	https://genome.jgi.doe.gov/portal/Micld1/download/Micld1_GeneCatalog_proteins_20161101.aa.fasta.gz
Microdiplodia sp. AK1800	1932321	Microd1	v1.0		https://genome.jgi.doe.gov/portal/Microd1/download/Microd1_GeneCatalog_proteins_20180925.aa.fasta.gz
Microdochium bolleyi J235TASD1	196109	Micbo1	v1.0	PMID:27125481	https://genome.jgi.doe.gov/portal/Micbo1/download/Micbo1_GeneCatalog_proteins_20151118.aa.fasta.gz
Microdochium trichocladiopsis MPI-CAGE-CH-0230	1682393	Mictri1	v1.0		https://genome.jgi.doe.gov/portal/Mictri1/download/Mictri1_GeneCatalog_proteins_20170510.aa.fasta.gz
Microsporum canis CBS 113480	554155	Micca1		PMID:22951933	https://genome.jgi.doe.gov/portal/Micca1/download/Micca1_GeneCatalog_proteins_20130828.aa.fasta.gz
Microthyrium microscopicum CBS 115976	1450532	Micmi1	v1.0		https://genome.jgi.doe.gov/portal/Micmi1/download/Micmi1_GeneCatalog_proteins_20150625.aa.fasta.gz
Mitosporidium daphniae UGP3	1485682	Mitdap1		PMID:25313038	https://genome.jgi.doe.gov/portal/Mitdap1/download/Mitdap1_GeneCatalog_proteins_20180604.aa.fasta.gz
Mixia osmundae IAM 14324	764103	Mixos1	v1.0	PMID:24372469	https://genome.jgi.doe.gov/portal/Mixos1/download/Mixos1_GeneCatalog_proteins_20120207.aa.fasta.gz
Moesziomyces aphidis DSM 70725	1391700	Moeaph1		PMID:24526638	https://genome.jgi.doe.gov/portal/Moeaph1/download/Moeaph1_GeneCatalog_proteins_20170701.aa.fasta.gz
Monacrosporium haptotylum CBS 200.50	430498	Monha1		PMID:24244185	https://genome.jgi.doe.gov/portal/Monha1/download/Monha1_GeneCatalog_proteins_20131210.aa.fasta.gz
Monascus purpureus	5098	Monpu1	v1.0		https://genome.jgi.doe.gov/portal/Monpu1/download/Monpu1_GeneCatalog_proteins_20130806.aa.fasta.gz
Monascus ruber NRRL 1597	89489	Monru1	v1.0		https://genome.jgi.doe.gov/portal/Monru1/download/Monru1_GeneCatalog_proteins_20121211.aa.fasta.gz
Moniliella sp. MCA 3643	1954213	Monili2	v1.0		https://genome.jgi.doe.gov/portal/Monili2/download/Monili2_GeneCatalog_proteins_20170731.aa.fasta.gz
Moniliophthora perniciosa FA553	554373	Monpe1_1		PMID:19019209	https://genome.jgi.doe.gov/portal/Monpe1_1/download/Monpe1_1_GeneCatalog_proteins_20131213.aa.fasta.gz
Morchella importuna CCBAS932	1392247	Morco1	v1.0	PMID:30420746	https://genome.jgi.doe.gov/portal/Morco1/download/Morco1_GeneCatalog_proteins_20140113.aa.fasta.gz
Morchella importuna SCYDJ1-A1	1174673	Morimp1	v1.0	PMID:31314937	https://genome.jgi.doe.gov/portal/Morimp1/download/Morimp1_GeneCatalog_proteins_20150807.aa.fasta.gz
Morchella snyderi DOB2414	1174678	Morsny1	v1.0		https://genome.jgi.doe.gov/portal/Morsny1/download/Morsny1_GeneCatalog_proteins_20180419.aa.fasta.gz
Mortierella elongata AG-77	1314771	Morel2	v2.0	PMID:28076891	https://genome.jgi.doe.gov/portal/Morel2/download/Morel2_GeneCatalog_proteins_20151120.aa.fasta.gz
Mortierella elongata MPI-CAGE-AA-0104	310910	Morel_U14_1	v1.0		https://genome.jgi.doe.gov/portal/Morel_U14_1/download/Morel_U14_1_GeneCatalog_proteins_20180326.aa.fasta.gz
Mortierella elongata NVP64	310910	MoeNVP64_1	v1.0		https://genome.jgi.doe.gov/portal/MoeNVP64_1/download/MoeNVP64_1_GeneCatalog_proteins_20190403.aa.fasta.gz
Mortierella multidivaricata RSA 2152 T	101098	Mormul1	v1.0		https://genome.jgi.doe.gov/portal/Mormul1/download/Mormul1_GeneCatalog_proteins_20160906.aa.fasta.gz
Mortierella verticillata NRRL 6337	1069443	Morve1			https://genome.jgi.doe.gov/portal/Morve1/download/Morve1_GeneCatalog_proteins_20161024.aa.fasta.gz
Mrakia frigida ATCC 22029	29902	Mrafri1	v1.0		https://genome.jgi.doe.gov/portal/Mrafri1/download/Mrafri1_GeneCatalog_proteins_20160413.aa.fasta.gz
Mucor circinelloides CBS277.49	36080	Mucci2	v2.0	PMID:27238284	https://genome.jgi.doe.gov/portal/Mucci2/download/Mucor_circinelloides_v2_filtered_proteins.fasta.gz
Mucor circinelloides MU402	36080	Muccir1_3	v1.0		https://genome.jgi.doe.gov/portal/Muccir1_3/download/Muccir1_3_GeneCatalog_proteins_20181206.aa.fasta.gz
Mucor cordense RSA 1222	4830	Kircor1	v1.0		https://genome.jgi.doe.gov/portal/Kircor1/download/Kircor1_GeneCatalog_proteins_20160812.aa.fasta.gz
Mucor heterogamus NRRL 1489	101122	Zyghet1	v1.0		https://genome.jgi.doe.gov/portal/Zyghet1/download/Zyghet1_GeneCatalog_proteins_20160427.aa.fasta.gz
Mucor mucedo NRRL 3635	29922	Mucmuc1	v1.0		https://genome.jgi.doe.gov/portal/Mucmuc1/download/Mucmuc1_GeneCatalog_proteins_20181129.aa.fasta.gz
Multifurca ochricompacta BPL690	376703	Muloch1	v1.0		https://genome.jgi.doe.gov/portal/Muloch1/download/Muloch1_GeneCatalog_proteins_20170119.aa.fasta.gz
Mutinus elegans ME.BST	288524	Mutel1	v1.0		https://genome.jgi.doe.gov/portal/Mutel1/download/Mutel1_GeneCatalog_proteins_20150215.aa.fasta.gz
Myceliophthora heterothallica CBS 202.75	1149848	Mychet1	v1.0		https://genome.jgi.doe.gov/portal/Mychet1/download/Mychet1_GeneCatalog_proteins_20170418.aa.fasta.gz
Myceliophthora heterothallica CBS 203.75	1149849	Myche1	v1.0		https://genome.jgi.doe.gov/portal/Myche1/download/Myche1_GeneCatalog_proteins_20150518.aa.fasta.gz
Myceliophthora similis CBS 632.67	1403191	Corsim1	v1.0		https://genome.jgi.doe.gov/portal/Corsim1/download/Corsim1_GeneCatalog_proteins_20180612.aa.fasta.gz
Myceliophthora thermophila (Sporotrichum thermophile)	78579	Spoth2	v2.0	PMID:21964414	https://genome.jgi.doe.gov/portal/Spoth2/download/Spoth2_GeneCatalog_proteins_20101221.aa.fasta.gz
Mycena albidolilacea CBHHK002	1033008	Mycalb1	v1.0		https://genome.jgi.doe.gov/portal/Mycalb1/download/Mycalb1_GeneCatalog_proteins_20180325.aa.fasta.gz
Mycena alexandri CBHHK200	1745969	Mycale1	v1.0		https://genome.jgi.doe.gov/portal/Mycale1/download/Mycale1_GeneCatalog_proteins_20171027.aa.fasta.gz
Mycena amicta BAPX	380012	Mycami1	v1.0		https://genome.jgi.doe.gov/portal/Mycami1/download/Mycami1_GeneCatalog_proteins_20171027.aa.fasta.gz
Mycena belliae CBHHK173m	1033014	Mycbel1	v1.0		https://genome.jgi.doe.gov/portal/Mycbel1/download/Mycbel1_GeneCatalog_proteins_20171013.aa.fasta.gz
Mycena capillaripes Frankland 9286	230804	Mycrub1	v1.0		https://genome.jgi.doe.gov/portal/Mycrub1/download/Mycrub1_GeneCatalog_proteins_20170201.aa.fasta.gz
Mycena crocata CBHHK184	220801	Myccro1	v1.0		https://genome.jgi.doe.gov/portal/Myccro1/download/Myccro1_GeneCatalog_proteins_20171013.aa.fasta.gz
Mycena epipterygia CBHHK145m	230806	Mycepi1	v1.0		https://genome.jgi.doe.gov/portal/Mycepi1/download/Mycepi1_GeneCatalog_proteins_20171002.aa.fasta.gz
Mycena filopes CBHHK001	858877	Mycfil1	v1.0		https://genome.jgi.doe.gov/portal/Mycfil1/download/Mycfil1_GeneCatalog_proteins_20171109.aa.fasta.gz
Mycena floridula CBHHK072	1033242	Mycflo1	v1.0		https://genome.jgi.doe.gov/portal/Mycflo1/download/Mycflo1_GeneCatalog_proteins_20171028.aa.fasta.gz
Mycena galopus ATCC-62051	1314675	Mycgal1	v1.0		https://genome.jgi.doe.gov/portal/Mycgal1/download/Mycgal1_GeneCatalog_proteins_20160823.aa.fasta.gz
Mycena haematopus CBHHK189	230807	Mychae1	v1.0		https://genome.jgi.doe.gov/portal/Mychae1/download/Mychae1_GeneCatalog_proteins_20170323.aa.fasta.gz
Mycena latifolia 10383	1033247	Myclat1	v1.0		https://genome.jgi.doe.gov/portal/Myclat1/download/Myclat1_GeneCatalog_proteins_20190110.aa.fasta.gz
Mycena rebaudengoi CBHHK068	1045383	Mycreb1	v1.0		https://genome.jgi.doe.gov/portal/Mycreb1/download/Mycreb1_GeneCatalog_proteins_20171023.aa.fasta.gz
Mycena rosella CBHHK067	1033263	Mycros1	v1.0		https://genome.jgi.doe.gov/portal/Mycros1/download/Mycros1_GeneCatalog_proteins_20170424.aa.fasta.gz
Mycena sanguinolenta CBHHK176m	230812	Mycsan1	v1.0		https://genome.jgi.doe.gov/portal/Mycsan1/download/Mycsan1_GeneCatalog_proteins_20171021.aa.fasta.gz
Mycena sp. CBHHK59/15	41247	Myc59_1	v1.0		https://genome.jgi.doe.gov/portal/Myc59_1/download/Myc59_1_GeneCatalog_proteins_20170610.aa.fasta.gz
Mycena vitilis CBHHK169m	1033281	Mycvit1	v1.0		https://genome.jgi.doe.gov/portal/Mycvit1/download/Mycvit1_GeneCatalog_proteins_20171013.aa.fasta.gz
Mycosphaerella graminicola	1047171	Mycgr3	v2.0	PMID:21695235	https://genome.jgi.doe.gov/portal/Mycgr3/download/Mgraminicolav2.FilteredModels1.proteins.fasta.gz
Mycotypha africana NRRL 2978	64632	Mycafr1	v1.0		https://genome.jgi.doe.gov/portal/Mycafr1/download/Mycafr1_GeneCatalog_proteins_20160506.aa.fasta.gz
Myriangiaceae sp. NC1570	1955108	Myrian1	v1.0		https://genome.jgi.doe.gov/portal/Myrian1/download/Myrian1_GeneCatalog_proteins_20181114.aa.fasta.gz
Myriangium duriaei CBS 260.36	1168546	Myrdu1	v1.0		https://genome.jgi.doe.gov/portal/Myrdu1/download/Myrdu1_GeneCatalog_proteins_20121211.aa.fasta.gz
Myrothecium inundatum CBS 120646	110576	Myrin1	v1.0		https://genome.jgi.doe.gov/portal/Myrin1/download/Myrin1_GeneCatalog_proteins_20140928.aa.fasta.gz
Mytilinidiaceae sp. NC0267	2012375	Lophiu1	v1.0		https://genome.jgi.doe.gov/portal/Lophiu1/download/Lophiu1_GeneCatalog_proteins_20181114.aa.fasta.gz
Mytilinidion resinicola CBS 304.34	574789	Mytre1	v1.0		https://genome.jgi.doe.gov/portal/Mytre1/download/Mytre1_GeneCatalog_proteins_20150115.aa.fasta.gz
Myxozyma melibiosi Phaff 52-87	54550	Myxme1	v1.0		https://genome.jgi.doe.gov/portal/Myxme1/download/Myxme1_GeneCatalog_proteins_20180510.aa.fasta.gz
Nadsonia fulvescens var. elongata DSM 6958	857566	Nadfu1	v1.0	PMID:27535936	https://genome.jgi.doe.gov/portal/Nadfu1/download/Nadfu1_GeneCatalog_proteins_20110909.aa.fasta.gz
Naematella encephela UCDFST 68-887.2	71784	Treen1	v1.0	PMID:28481340	https://genome.jgi.doe.gov/portal/Treen1/download/Treen1_GeneCatalog_proteins_20160201.aa.fasta.gz
Naiadella fluitans ATCC 64713	1397326	Naifl1	v1.0		https://genome.jgi.doe.gov/portal/Naifl1/download/Naifl1_GeneCatalog_proteins_20140403.aa.fasta.gz
Nakaseomyces bacillisporus CBS 7720	1279116	Nakbac1		PMID:24034898	https://genome.jgi.doe.gov/portal/Nakbac1/download/Nakbac1_GeneCatalog_proteins_20160804.aa.fasta.gz
Nakaseomyces delphensis CBS 2170	1279113	Nakdel1		PMID:24034898	https://genome.jgi.doe.gov/portal/Nakdel1/download/Nakdel1_GeneCatalog_proteins_20160805.aa.fasta.gz
Nakazawaea wickerhamii NRRL Y-2563	1538186	Nakwi1		PMID:29760453	https://genome.jgi.doe.gov/portal/Nakwi1/download/Nakwi1_GeneCatalog_proteins_20181013.aa.fasta.gz
Naohidea sebacea CBS 8477 (P95)	1397327	Naose1	v1.0		https://genome.jgi.doe.gov/portal/Naose1/download/Naose1_GeneCatalog_proteins_20150719.aa.fasta.gz
Nectria haematococca	140110	Necha2	v2.0	PMID:19714214	https://genome.jgi.doe.gov/portal/Necha2/download/Necha2_best_proteins.fasta.gz
Nectriopsis sporangicola NRRL 22127	1155949	Necsp1	v1.0		https://genome.jgi.doe.gov/portal/Necsp1/download/Necsp1_GeneCatalog_proteins_20180911.aa.fasta.gz
Nemania abortiva FL1152	561989	Nemabo1	v1.0		https://genome.jgi.doe.gov/portal/Nemabo1/download/Nemabo1_GeneCatalog_proteins_20190325.aa.fasta.gz
Nemania diffusa NC0034	389665	Nemdif1	v1.0		https://genome.jgi.doe.gov/portal/Nemdif1/download/Nemdif1_GeneCatalog_proteins_20190614.aa.fasta.gz
Nemania serpens AK0226	109381	NsAK0226_1	v1.0		https://genome.jgi.doe.gov/portal/NsAK0226_1/download/NsAK0226_1_GeneCatalog_proteins_20190612.aa.fasta.gz
Nemania serpens AZ0576	109381	NsAZ0576_1	v1.0		https://genome.jgi.doe.gov/portal/NsAZ0576_1/download/NsAZ0576_1_GeneCatalog_proteins_20190611.aa.fasta.gz
Nemania serpens CBS 679.86	109381	NsCB679_1	v1.0		https://genome.jgi.doe.gov/portal/NsCB679_1/download/NsCB679_1_GeneCatalog_proteins_20190612.aa.fasta.gz
Nemania sp. FL0916	1912656	NeFL0916_1	v1.0		https://genome.jgi.doe.gov/portal/NeFL0916_1/download/NeFL0916_1_GeneCatalog_proteins_20190612.aa.fasta.gz
Nemania sp. NC0429	1912656	Nemani1	v1.0		https://genome.jgi.doe.gov/portal/Nemani1/download/Nemani1_GeneCatalog_proteins_20190515.aa.fasta.gz
Nematocida parisii ERTm1	881290	Nempa1		PMID:22813931	https://genome.jgi.doe.gov/portal/Nempa1/download/Nempa1_GeneCatalog_proteins_20130904.aa.fasta.gz
Neocallimastix californiae G1	1754190	Neosp1	v1.0	PMID:28555641	https://genome.jgi.doe.gov/portal/Neosp1/download/Neosp1_GeneCatalog_proteins_20170918.aa.fasta.gz
Neofusicoccum parvum UCRNP2	1287680	Neopa1		PMID:23766404	https://genome.jgi.doe.gov/portal/Neopa1/download/Neopa1_GeneCatalog_proteins_20130909.aa.fasta.gz
Neolecta irregularis DAH-1	48691	Neoirr1	v1.0	PMID:28176784	https://genome.jgi.doe.gov/portal/Neoirr1/download/Neoirr1_GeneCatalog_proteins_20160803.aa.fasta.gz
Neolentinus lepideus	38799	Neole1	v1.0	PMID:26659563	https://genome.jgi.doe.gov/portal/Neole1/download/Neole1_GeneCatalog_proteins_20130125.aa.fasta.gz
Neonectria ditissima R09/05	78410	Neodi1		PMID:26586869	https://genome.jgi.doe.gov/portal/Neodi1/download/Neodi1_GeneCatalog_proteins_20170711.aa.fasta.gz
Neonectria radicicola MPI-CAGE-AT-0134	64609	Neora1	v1.0		https://genome.jgi.doe.gov/portal/Neora1/download/Neora1_GeneCatalog_proteins_20180718.aa.fasta.gz
Neosartorya fischeri NRRL 181	331117	Neofi1		PMID:22080559	https://genome.jgi.doe.gov/portal/Neofi1/download/Neofi1_GeneCatalog_proteins_20120815.aa.fasta.gz
